Time[s],Ecc[deg],Inc[deg],SMA[km],AOP[deg],RAAN[deg],MA[deg],Lat[deg],Lon[deg],Alt[km],x[km],y[km],z[km],vx[km/s],vy[km/s],vz[km/s]
10439,5.18079e-16,98.7089,7203.14,0,0.119094,257.031,-74.5072,224.13,844.851,-1618.82,1059.48,-6938.46,7.24858,0.267857,-1.65027
10499,9.16567e-16,98.7089,7203.14,0,0.119779,260.577,-77.2686,214.828,845.342,-1181.6,1073.48,-7024.01,7.3381,0.199756,-1.20391
10559,1.28403e-16,98.7089,7203.14,0,0.120463,264.123,-79.5669,201.162,845.681,-739.851,1083.38,-7082.67,7.39953,0.130892,-0.752929
10619,9.08711e-16,98.7089,7203.14,0,0.121148,267.669,-81.0393,181.75,845.865,-295.272,1089.14,-7114.2,7.43262,0.0615275,-0.299069
10679,9.19221e-16,98.7089,7203.14,0,0.121832,271.215,-81.2585,158.478,845.89,150.437,1090.74,-7118.49,7.43725,-0.00807216,0.155937
10739,9.08711e-16,98.7089,7203.14,0,0.122517,274.761,-80.1408,137.388,845.756,595.57,1088.17,-7095.52,7.4134,-0.0776411,0.610345
10799,8.24782e-16,98.7089,7203.14,0,0.123201,278.307,-78.0554,121.992,845.465,1038.42,1081.45,-7045.38,7.36116,-0.146914,1.06242
10859,8.91911e-16,98.7089,7203.14,0,0.123886,281.854,-75.4111,111.509,845.021,1477.3,1070.6,-6968.26,7.28074,-0.215625,1.51042
10919,8.58332e-16,98.7089,7203.14,0,0.12457,285.4,-72.4582,104.251,844.432,1910.52,1055.66,-6864.45,7.17244,-0.283513,1.95264
10979,6.78938e-17,98.7089,7203.14,0,0.125254,288.946,-69.3278,99.0044,843.705,2336.42,1036.69,-6734.36,7.03667,-0.350318,2.38738
11039,8.14726e-16,98.7089,7203.14,0,0.125939,292.492,-66.0888,95.0394,842.852,2753.38,1013.75,-6578.48,6.87396,-0.415786,2.81298
11099,1.01841e-15,98.7089,7203.14,0,0.126623,296.038,-62.7792,91.9218,841.886,3159.79,986.946,-6397.41,6.68493,-0.479665,3.2278
11159,1.1542e-15,98.7089,7203.14,0,0.127308,299.584,-59.4212,89.386,840.822,3554.11,956.371,-6191.84,6.4703,-0.541712,3.63027
11219,2.65629e-16,98.7089,7203.14,0,0.127992,303.131,-56.0283,87.264,839.676,3934.81,922.142,-5962.56,6.23089,-0.601691,4.01883
11279,1.45247e-16,98.7089,7203.14,0,0.128677,306.677,-52.6095,85.4447,838.464,4300.45,884.391,-5710.45,5.96762,-0.659371,4.39201
11339,1.45247e-16,98.7089,7203.14,0,0.129361,310.223,-49.1706,83.8526,837.207,4649.62,843.262,-5436.46,5.68151,-0.714533,4.74836
11399,8.14726e-16,98.7089,7203.14,0,0.130046,313.769,-45.7157,82.4346,835.922,4980.99,798.912,-5141.66,5.37363,-0.766965,5.08654
11459,5.52524e-16,98.7089,7203.14,0,0.13073,317.315,-42.2478,81.1522,834.63,5293.28,751.51,-4827.18,5.04518,-0.816469,5.40523
11519,9.01201e-16,98.7089,7203.14,0,0.131414,320.861,-38.7692,79.9771,833.35,5585.31,701.238,-4494.2,4.69742,-0.862853,5.70323
11579,1.09386e-15,98.7089,7203.14,0,0.132099,324.407,-35.2814,78.8876,832.102,5855.94,648.287,-4144.02,4.33166,-0.905942,5.97938
11639,1.35788e-16,98.7089,7203.14,0,0.132783,327.954,-31.786,77.867,830.904,6104.16,592.859,-3777.96,3.94932,-0.945571,6.23264
11699,1.45247e-16,98.7089,7203.14,0,0.133468,331.5,-28.284,76.9023,829.777,6329,535.167,-3397.44,3.55186,-0.981588,6.46203
11759,6.78938e-17,98.7089,7203.14,0,0.134152,335.046,-24.7764,75.9827,828.736,6529.6,475.431,-3003.91,3.14079,-1.01386,6.66668
11819,1.45247e-16,98.7089,7203.14,0,0.134837,338.592,-21.264,75.0997,827.798,6705.21,413.879,-2598.88,2.7177,-1.04225,6.84579
11879,6.78938e-17,98.7089,7203.14,0,0.135521,342.138,-17.7477,74.2459,826.977,6855.13,350.745,-2183.89,2.2842,-1.06667,6.99869
11939,9.50514e-16,98.7089,7203.14,0,0.136206,345.684,-14.2281,73.4152,826.286,6978.81,286.272,-1760.54,1.84195,-1.08701,7.12479
11999,0,98.7089,7203.14,0,0.13689,349.231,-10.7059,72.6021,825.736,7075.76,220.705,-1330.45,1.39266,-1.10319,7.22361
12059,6.42238e-16,98.7089,7203.14,0,0.137575,352.777,-7.18175,71.8019,825.335,7145.62,154.295,-895.261,0.938026,-1.11517,7.29476
12119,5.13611e-16,98.7089,7203.14,0,0.138259,356.323,-3.65634,71.01,825.09,7188.12,87.2952,-456.646,0.479803,-1.12288,7.33798
12179,2.56806e-16,98.7089,7203.14,0,0.138943,359.869,-0.130294,70.2223,825.004,7203.09,19.962,-16.2832,0.0197436,-1.12631,7.3531
12239,0,98.7089,7203.14,0,0.139628,3.41512,3.39578,69.4347,825.078,7190.49,-47.4477,424.142,-0.440392,-1.12543,7.34006
12299,1.38131e-16,98.7089,7203.14,0,0.140312,6.96127,6.92125,68.6433,825.312,7150.34,-114.676,862.944,-0.898841,-1.12026,7.29891
12359,0,98.7089,7203.14,0,0.140997,10.5074,10.4455,67.8438,825.701,7082.82,-181.467,1298.44,-1.35385,-1.1108,7.22982
12419,1.32814e-16,98.7089,7203.14,0,0.141681,14.0536,13.9678,67.0318,826.241,6988.18,-247.565,1728.97,-1.80367,-1.09711,7.13303
12479,1.45247e-16,98.7089,7203.14,0,0.142366,17.5997,17.4877,66.2026,826.921,6866.77,-312.717,2152.87,-2.24659,-1.07922,7.00893
12539,0,98.7089,7203.14,0,0.14305,21.1459,21.0043,65.3507,827.733,6719.08,-376.675,2568.53,-2.6809,-1.05721,6.858
12599,6.78938e-17,98.7089,7203.14,0,0.143735,24.692,24.517,64.4701,828.663,6545.65,-439.194,2974.35,-3.10495,-1.03116,6.6808
12659,0,98.7089,7203.14,0,0.144419,28.2382,28.025,63.5535,829.697,6347.16,-500.036,3368.79,-3.51711,-1.00118,6.47801
12719,1.28403e-16,98.7089,7203.14,0,0.145103,31.7843,31.5274,62.5924,830.818,6124.37,-558.969,3750.32,-3.9158,-0.967365,6.25042
12779,2.65629e-16,98.7089,7203.14,0,0.145788,35.3305,35.0234,61.5764,832.011,5878.12,-615.766,4117.49,-4.2995,-0.929859,5.99889
12839,1.45247e-16,98.7089,7203.14,0,0.146472,38.8766,38.5117,60.4925,833.256,5609.37,-670.211,4468.89,-4.66673,-0.888801,5.7244
12899,3.91146e-16,98.7089,7203.14,0,0.147157,42.4228,41.9911,59.3244,834.535,5319.14,-722.097,4803.19,-5.01609,-0.844348,5.42798
12959,6.78938e-17,98.7089,7203.14,0,0.147841,45.969,45.4598,58.0508,835.827,5008.54,-771.224,5119.08,-5.34625,-0.79667,5.11077
13019,1.35788e-16,98.7089,7203.14,0,0.148526,49.5151,48.9158,56.644,837.113,4678.76,-817.406,5415.38,-5.65593,-0.745949,4.77399
13079,2.40777e-16,98.7089,7203.14,0,0.14921,53.0613,52.356,55.0664,838.373,4331.06,-860.466,5690.93,-5.94396,-0.692378,4.41894
13139,3.27773e-16,98.7089,7203.14,0,0.149895,56.6074,55.7765,53.2662,839.588,3966.78,-900.239,5944.7,-6.20923,-0.636163,4.04696
13199,1.28403e-16,98.7089,7203.14,0,0.150579,60.1536,59.1715,51.1697,840.74,3587.31,-936.574,6175.7,-6.45072,-0.577517,3.65948
13259,6.78938e-17,98.7089,7203.14,0,0.151264,63.6997,62.5325,48.6694,841.811,3194.11,-969.332,6383.05,-6.6675,-0.516666,3.25799
13319,2.65629e-16,98.7089,7203.14,0,0.151948,67.2459,65.8463,45.6023,842.785,2788.67,-998.387,6565.96,-6.85876,-0.45384,2.84402
13379,1.32814e-16,98.7089,7203.14,0,0.152632,70.792,69.0915,41.7122,843.646,2372.56,-1023.63,6723.72,-7.02376,-0.389282,2.41916
13439,3.39469e-17,98.7089,7203.14,0,0.153317,74.3382,72.2318,36.5809,844.382,1947.36,-1044.96,6855.73,-7.16186,-0.323236,1.98504
13499,3.004e-16,98.7089,7203.14,0,0.154001,77.8843,75.2013,29.5054,844.983,1514.7,-1062.3,6961.5,-7.27253,-0.255955,1.54332
13559,0,98.7089,7203.14,0,0.154686,81.4305,77.8751,19.3153,845.437,1076.24,-1075.58,7040.6,-7.35536,-0.187696,1.09568
13619,2.56805e-16,98.7089,7203.14,0,0.15537,84.9766,80.014,4.33859,845.74,633.666,-1084.76,7092.74,-7.41002,-0.11872,0.643854
13679,2.56841e-16,98.7089,7203.14,0,0.156055,88.5228,81.219,343.618,845.886,188.662,-1089.79,7117.72,-7.43631,-0.0492911,0.189559
13739,2.56841e-16,98.7089,7203.14,0,0.156739,92.0689,81.1026,320.283,845.872,-257.064,-1090.66,7115.45,-7.43412,0.0203268,-0.265461
13799,1.28403e-16,98.7089,7203.14,0,0.157424,95.6151,79.7095,300.456,845.7,-701.806,-1087.36,7085.93,-7.40347,0.0898672,-0.719466
13859,3.39469e-17,98.7089,7203.14,0,0.158108,99.1612,77.4577,286.397,845.372,-1143.86,-1079.91,7029.27,-7.34446,0.159065,-1.17071
13919,1.69735e-16,98.7089,7203.14,0,0.158792,102.707,74.7219,276.833,844.892,-1581.53,-1068.33,6945.69,-7.25734,0.227655,-1.61748
13979,8.8262e-16,98.7089,7203.14,0,0.159477,106.254,71.7174,270.148,844.269,-2013.15,-1052.68,6835.52,-7.14242,0.295375,-2.05805
14039,9.01201e-16,98.7089,7203.14,0,0.160161,109.8,68.5561,265.263,843.511,-2437.06,-1033,6699.17,-7.00016,0.361968,-2.49074
14099,7.80604e-16,98.7089,7203.14,0,0.160846,113.346,65.2974,261.534,842.63,-2851.64,-1009.38,6537.17,-6.83109,0.427178,-2.9139
14159,9.50514e-16,98.7089,7203.14,0,0.16153,116.892,61.9745,258.576,841.639,-3255.3,-981.899,6350.13,-6.63586,0.490757,-3.32589
14219,2.40777e-16,98.7089,7203.14,0,0.162215,120.438,58.6071,256.152,840.553,-3646.49,-950.67,6138.77,-6.41522,0.552461,-3.72515
14279,1.45247e-16,98.7089,7203.14,0,0.162899,123.984,55.2073,254.112,839.389,-4023.72,-915.81,5903.91,-6.17002,0.612055,-4.11014
14339,1.01841e-15,98.7089,7203.14,0,0.163584,127.53,51.7832,252.353,838.165,-4385.54,-877.451,5646.44,-5.90119,0.669312,-4.4794
14399,6.11045e-16,98.7089,7203.14,0,0.164268,131.077,48.3401,250.807,836.899,-4730.57,-835.741,5367.35,-5.60977,0.724012,-4.8315
14459,1.86884e-16,98.7089,7203.14,0,0.164953,134.623,44.8819,249.425,835.611,-5057.49,-790.839,5067.7,-5.29686,0.775947,-5.16509
14519,0,98.7089,7203.14,0,0.165637,138.169,41.4112,248.171,834.32,-5365.04,-742.915,4748.65,-4.96367,0.824919,-5.47891
14579,6.78938e-17,98.7089,7203.14,0,0.166321,141.715,37.9302,247.018,833.046,-5652.04,-692.154,4411.41,-4.61148,0.870739,-5.77175
14639,1.28403e-16,98.7089,7203.14,0,0.167006,145.261,34.4405,245.946,831.808,-5917.41,-638.749,4057.28,-4.24162,0.913234,-6.04249
14699,0,98.7089,7203.14,0,0.16769,148.807,30.9434,244.94,830.626,-6160.11,-582.904,3687.62,-3.85553,0.952241,-6.29009
14759,1.28403e-16,98.7089,7203.14,0,0.168375,152.354,27.44,243.987,829.517,-6379.22,-524.832,3303.83,-3.45467,0.98761,-6.5136
14819,4.07363e-16,98.7089,7203.14,0,0.169059,155.9,23.9311,243.077,828.5,-6573.91,-464.755,2907.39,-3.04058,1.01921,-6.71216
14879,8.91911e-16,98.7089,7203.14,0,0.169744,159.446,20.4177,242.202,827.589,-6743.43,-402.903,2499.81,-2.61485,1.04691,-6.88502
14939,2.59039e-16,98.7089,7203.14,0,0.170428,162.992,16.9005,241.354,826.798,-6887.12,-339.512,2082.67,-2.17911,1.07062,-7.03152
14999,1.28403e-16,98.7089,7203.14,0,0.171113,166.538,13.3803,240.528,826.141,-7004.44,-274.824,1657.54,-1.73502,1.09023,-7.15109
15059,0,98.7089,7203.14,0,0.171797,170.084,9.85754,239.719,825.626,-7094.95,-209.086,1226.07,-1.28429,1.10569,-7.24328
15119,3.85582e-16,98.7089,7203.14,0,0.172482,173.63,6.33305,238.921,825.262,-7158.28,-142.549,789.909,-0.828643,1.11691,-7.30773
15179,5.79415e-16,98.7089,7203.14,0,0.173166,177.177,2.80744,238.13,825.055,-7194.2,-75.467,350.72,-0.369821,1.12388,-7.34419
15239,4.4131e-16,98.7089,7203.14,0,0.17385,180.723,-0.718674,237.343,825.007,-7202.58,-8.0969,-89.8128,0.0904163,1.12655,-7.35253
15299,0,98.7089,7203.14,0,0.174535,184.269,-4.24466,236.555,825.12,-7183.37,59.3043,-530.001,0.550308,1.12491,-7.33272
15359,4.58283e-16,98.7089,7203.14,0,0.175219,187.815,-7.76989,235.762,825.392,-7136.66,126.479,-968.16,1.00809,1.11898,-7.28482
15419,4.4131e-16,98.7089,7203.14,0,0.175904,191.361,-11.2937,234.96,825.818,-7062.62,193.171,-1402.61,1.46202,1.10878,-7.20903
15479,4.25662e-16,98.7089,7203.14,0,0.176588,194.907,-14.8155,234.144,826.392,-6961.54,259.126,-1831.69,1.91034,1.09434,-7.10564
15539,3.73416e-16,98.7089,7203.14,0,0.177273,198.454,-18.3347,233.31,827.105,-6833.8,324.09,-2253.76,2.35135,1.07572,-6.97503
15599,5.43151e-16,98.7089,7203.14,0,0.177957,202,-21.8504,232.452,827.946,-6679.89,387.818,-2667.19,2.78336,1.05299,-6.81771
15659,4.92297e-16,98.7089,7203.14,0,0.178642,205.546,-25.362,231.563,828.903,-6500.4,450.064,-3070.42,3.20471,1.02624,-6.63428
15719,1.0256e-15,98.7089,7203.14,0,0.179326,209.092,-28.8688,230.637,829.959,-6296.02,510.591,-3461.88,3.61378,0.995572,-6.42545
15779,4.25662e-16,98.7089,7203.14,0,0.18001,212.638,-32.3697,229.663,831.1,-6067.54,569.168,-3840.09,4.00902,0.961098,-6.19202
15839,5.58122e-16,98.7089,7203.14,0,0.180695,216.184,-35.864,228.632,832.307,-5815.82,625.571,-4203.59,4.38891,0.922954,-5.93487
15899,4.2712e-16,98.7089,7203.14,0,0.181379,219.73,-39.3503,227.53,833.562,-5541.83,679.585,-4550.99,4.75199,0.881284,-5.65499
15959,5.43151e-16,98.7089,7203.14,0,0.182064,223.277,-42.8273,226.339,834.845,-5246.62,731.003,-4880.97,5.09688,0.836248,-5.35346
16019,8.24782e-16,98.7089,7203.14,0,0.182748,226.823,-46.2932,225.036,836.138,-4931.32,779.629,-5192.26,5.42225,0.788017,-5.03143
16079,1.02647e-15,98.7089,7203.14,0,0.183433,230.369,-49.7456,223.592,837.419,-4597.13,825.278,-5483.66,5.72686,0.736776,-4.69013
16139,8.54241e-16,98.7089,7203.14,0,0.184117,233.915,-53.1815,221.966,838.67,-4245.35,867.774,-5754.06,6.00953,0.682721,-4.33087
16199,8.8262e-16,98.7089,7203.14,0,0.184802,237.461,-56.5965,220.102,839.872,-3877.3,906.956,-6002.43,6.2692,0.626058,-3.95503
16259,8.91911e-16,98.7089,7203.14,0,0.185486,241.007,-59.9842,217.92,841.006,-3494.41,942.674,-6227.81,6.50486,0.567004,-3.56404
16319,1.28403e-16,98.7089,7203.14,0,0.186171,244.553,-63.3353,215.301,842.055,-3098.14,974.791,-6429.35,6.71561,0.505783,-3.1594
16379,9.59147e-16,98.7089,7203.14,0,0.186855,248.1,-66.635,212.064,843.003,-2690.01,1003.19,-6606.26,6.90065,0.442631,-2.74267
16439,9.32004e-16,98.7089,7203.14,0,0.187539,251.646,-69.859,207.921,843.835,-2271.58,1027.75,-6757.88,7.05926,0.377787,-2.31543
16499,1.05066e-15,98.7089,7203.14,0,0.188224,255.192,-72.9658,202.4,844.54,-1844.44,1048.38,-6883.61,7.19084,0.311501,-1.87932
16559,9.16567e-16,98.7089,7203.14,0,0.188908,258.738,-75.8787,194.704,845.106,-1410.25,1065.02,-6982.99,7.29488,0.244024,-1.43602
16619,8.8262e-16,98.7089,7203.14,0,0.189593,262.284,-78.4514,183.524,845.524,-970.654,1077.58,-7055.63,7.371,0.175615,-0.987219
16679,9.3553e-16,98.7089,7203.14,0,0.190277,265.83,-80.4073,167.162,845.789,-527.342,1086.03,-7101.24,7.41888,0.106535,-0.534637
16739,0,98.7089,7203.14,0,0.190962,269.377,-81.3198,145.313,845.897,-82.0106,1090.33,-7119.67,7.43836,0.0370473,-0.080008
16799,8.83513e-16,98.7089,7203.14,0,0.191646,272.923,-80.8707,122.319,845.845,363.635,1090.47,-7110.83,7.42936,-0.0325818,0.374927
16859,1.2952e-16,98.7089,7203.14,0,0.192331,276.469,-79.2289,103.875,845.635,807.887,1086.44,-7074.76,7.39191,-0.102087,0.828427
16919,9.51863e-16,98.7089,7203.14,0,0.193015,280.015,-76.8328,91.0623,845.27,1249.05,1078.26,-7011.6,7.32615,-0.171202,1.27875
16979,9.51863e-16,98.7089,7203.14,0,0.193699,283.561,-74.0176,82.3203,844.755,1685.42,1065.96,-6921.58,7.23234,-0.239663,1.72418
17039,9.92799e-16,98.7089,7203.14,0,0.194384,287.107,-70.9677,76.1477,844.098,2115.35,1049.59,-6805.06,7.11084,-0.307209,2.16301
17099,8.8262e-16,98.7089,7203.14,0,0.195068,290.653,-67.7789,71.5875,843.309,2537.17,1029.21,-6662.49,6.96211,-0.373582,2.59356
17159,1.28403e-16,98.7089,7203.14,0,0.195753,294.2,-64.5023,68.0721,842.4,2949.27,1004.9,-6494.4,6.78672,-0.438529,3.01417
17219,2.65629e-16,98.7089,7203.14,0,0.196437,297.746,-61.1673,65.2606,841.385,3350.09,976.751,-6301.44,6.58534,-0.5018,3.42324
17279,8.8262e-16,98.7089,7203.14,0,0.197122,301.292,-57.7911,62.9408,840.279,3738.07,944.871,-6084.34,6.35874,-0.563155,3.8192
17339,1.28403e-16,98.7089,7203.14,0,0.197806,304.838,-54.3849,60.9758,839.099,4111.75,909.382,-5843.95,6.1078,-0.622359,4.20054
17399,0,98.7089,7203.14,0,0.198491,308.384,-50.9558,59.2738,837.864,4469.67,870.42,-5581.18,5.83347,-0.679186,4.56579
17459,1.86884e-16,98.7089,7203.14,0,0.199175,311.93,-47.5088,57.7711,836.59,4810.48,828.133,-5297.04,5.5368,-0.73342,4.91355
17519,3.91146e-16,98.7089,7203.14,0,0.19986,315.477,-44.0473,56.4225,835.3,5132.88,782.682,-4992.62,5.21893,-0.784851,5.24251
17579,3.91146e-16,98.7089,7203.14,0,0.200544,319.023,-40.574,55.1948,834.011,5435.61,734.242,-4669.07,4.88107,-0.833286,5.55138
17639,1.86884e-16,98.7089,7203.14,0,0.201228,322.569,-37.0908,54.0633,832.743,5717.54,682.997,-4327.65,4.52453,-0.878537,5.839
17699,0,98.7089,7203.14,0,0.201913,326.115,-33.5992,53.0088,831.518,5977.57,629.143,-3969.65,4.15066,-0.920433,6.10425
17759,7.46832e-16,98.7089,7203.14,0,0.202597,329.661,-30.1005,52.0166,830.352,6214.71,572.886,-3596.45,3.76089,-0.958814,6.34613
17819,8.14726e-16,98.7089,7203.14,0,0.203282,333.207,-26.5956,51.0748,829.264,6428.05,514.44,-3209.48,3.35673,-0.993532,6.56371
17879,8.91911e-16,98.7089,7203.14,0,0.203966,336.753,-23.0856,50.1738,828.27,6616.78,454.029,-2810.22,2.93971,-1.02446,6.75616
17939,9.59147e-16,98.7089,7203.14,0,0.204651,340.3,-19.5713,49.3057,827.387,6780.17,391.884,-2400.19,2.51143,-1.05147,6.92273
17999,6.78938e-17,98.7089,7203.14,0,0.205335,343.846,-16.0533,48.4638,826.627,6917.6,328.241,-1980.98,2.07354,-1.07446,7.06279
18059,3.39469e-17,98.7089,7203.14,0,0.20602,347.392,-12.5323,47.6422,826.003,7028.54,263.345,-1554.18,1.62771,-1.09335,7.17581
18119,2.61805e-16,98.7089,7203.14,0,0.206704,350.938,-9.00911,46.8358,825.524,7112.57,197.442,-1121.43,1.17564,-1.10806,7.26134
18179,2.57366e-16,98.7089,7203.14,0,0.207388,354.484,-5.4843,46.0401,825.198,7169.36,130.785,-684.382,0.719078,-1.11855,7.31907
18239,4.24336e-18,98.7089,7203.14,0,0.208073,358.03,-1.95851,45.2508,825.028,7198.7,63.6285,-244.715,0.259758,-1.12476,7.34877
18299,4.24336e-18,98.7089,7203.14,0,0.208757,1.57653,1.56763,44.4637,825.02,7200.47,-3.77155,195.889,-0.200556,-1.12667,7.35034
18359,1.2952e-16,98.7089,7203.14,0,0.209442,5.12268,5.0935,43.6748,825.171,7174.68,-71.1575,635.743,-0.660102,-1.12428,7.32375
18419,2.57366e-16,98.7089,7203.14,0,0.210126,8.66883,8.61845,42.88,825.48,7121.41,-138.272,1073.16,-1.11712,-1.11759,7.26912
18479,1.28403e-16,98.7089,7203.14,0,0.210811,12.215,12.1419,42.075,825.943,7040.87,-204.858,1506.47,-1.56986,-1.10664,7.18665
18539,1.45247e-16,98.7089,7203.14,0,0.211495,15.7611,15.6631,41.2554,826.551,6933.37,-270.663,1934.01,-2.01659,-1.09146,7.07666
18599,3.39469e-17,98.7089,7203.14,0,0.21218,19.3073,19.1814,40.416,827.297,6799.32,-335.433,2354.15,-2.4556,-1.07211,6.93957
18659,0,98.7089,7203.14,0,0.212864,22.8534,22.6963,39.5511,828.167,6639.23,-398.923,2765.27,-2.8852,-1.04867,6.77591
18719,6.78938e-17,98.7089,7203.14,0,0.213549,26.3996,26.2068,38.6541,829.149,6453.72,-460.889,3165.8,-3.30376,-1.02122,6.5863
18779,1.28403e-16,98.7089,7203.14,0,0.214233,29.9457,29.7122,37.7172,830.227,6243.5,-521.095,3554.2,-3.70967,-0.989864,6.37147
18839,1.86884e-16,98.7089,7203.14,0,0.214917,33.4919,33.2117,36.7312,831.385,6009.37,-579.311,3929,-4.10137,-0.954732,6.13224
18899,2.65629e-16,98.7089,7203.14,0,0.215602,37.0381,36.7041,35.6843,832.605,5752.23,-635.314,4288.75,-4.47736,-0.915953,5.86952
18959,1.28403e-16,98.7089,7203.14,0,0.216286,40.5842,40.1883,34.5621,833.869,5473.07,-688.891,4632.08,-4.83622,-0.873675,5.58433
19019,6.78938e-17,98.7089,7203.14,0,0.216971,44.1304,43.6628,33.3462,835.156,5172.95,-739.836,4957.67,-5.17655,-0.82806,5.27776
19079,6.78938e-17,98.7089,7203.14,0,0.217655,47.6765,47.1257,32.0125,836.448,4853.02,-787.956,5264.28,-5.49706,-0.779282,4.95097
19139,4.08441e-16,98.7089,7203.14,0,0.21834,51.2227,50.5745,30.5289,837.724,4514.5,-833.067,5550.72,-5.79652,-0.727527,4.60523
19199,2.03682e-16,98.7089,7203.14,0,0.219024,54.7688,54.0058,28.8516,838.965,4158.7,-874.995,5815.91,-6.07379,-0.672992,4.24184
19259,2.03682e-16,98.7089,7203.14,0,0.219709,58.315,57.4149,26.9197,840.152,3786.98,-913.582,6058.83,-6.32779,-0.615888,3.86222
19319,3.85208e-16,98.7089,7203.14,0,0.220393,61.8611,60.7948,24.645,841.267,3400.75,-948.679,6278.55,-6.55757,-0.55643,3.46781
19379,0,98.7089,7203.14,0,0.221077,65.4073,64.1351,21.8967,842.293,3001.5,-980.152,6474.22,-6.76224,-0.494847,3.06011
19439,1.28403e-16,98.7089,7203.14,0,0.221762,68.9534,67.4193,18.4732,843.214,2590.76,-1007.88,6645.1,-6.94101,-0.431373,2.6407
19499,3.98443e-16,98.7089,7203.14,0,0.222446,72.4996,70.6199,14.0515,844.017,2170.1,-1031.76,6790.53,-7.09321,-0.366251,2.21118
19559,2.37628e-16,98.7089,7203.14,0,0.223131,76.0457,73.6888,8.09586,844.689,1741.13,-1051.7,6909.97,-7.21824,-0.299731,1.77319
19619,5.13611e-16,98.7089,7203.14,0,0.223815,79.5919,76.537,359.702,845.22,1305.49,-1067.62,7002.94,-7.31564,-0.232065,1.3284
19679,2.59039e-16,98.7089,7203.14,0,0.2245,83.138,78.9928,347.429,845.602,864.851,-1079.47,7069.09,-7.38502,-0.163512,0.878534
19739,2.37628e-16,98.7089,7203.14,0,0.225184,86.6842,80.7399,329.641,845.83,420.902,-1087.19,7108.17,-7.42612,-0.0943348,0.425301
19799,5.30421e-19,98.7089,7203.14,0,0.225869,90.2303,81.3388,306.932,845.899,-24.6585,-1090.76,7120.03,-7.43879,-0.0247967,-0.0295611
19859,8.48673e-18,98.7089,7203.14,0,0.226553,93.7765,80.5684,284.648,845.809,-470.125,-1090.16,7104.63,-7.42297,0.0448363,-0.48431
19919,2.59039e-16,98.7089,7203.14,0,0.227238,97.3226,78.7053,267.631,845.561,-913.791,-1085.4,7062.02,-7.37873,0.114298,-0.937204
19979,9.16567e-16,98.7089,7203.14,0,0.227922,100.869,76.1843,255.962,845.159,-1353.96,-1076.49,6992.37,-7.30623,0.183324,-1.38651
20039,8.24782e-16,98.7089,7203.14,0,0.228606,104.415,73.3001,247.954,844.61,-1788.94,-1063.47,6895.94,-7.20576,0.25165,-1.8305
20099,7.12885e-16,98.7089,7203.14,0,0.229291,107.961,70.2102,242.239,843.92,-2217.07,-1046.39,6773.1,-7.07769,0.319015,-2.26749
20159,0,98.7089,7203.14,0,0.229975,111.507,66.9966,237.972,843.101,-2636.71,-1025.31,6624.33,-6.92253,0.385161,-2.69579
20219,9.50514e-16,98.7089,7203.14,0,0.23066,115.053,63.7039,234.651,842.165,-3046.26,-1000.32,6450.19,-6.74085,0.449837,-3.11377
20279,6.78938e-17,98.7089,7203.14,0,0.231344,118.6,60.3577,231.973,841.127,-3444.14,-971.5,6251.34,-6.53337,0.512795,-3.51983
20339,0,98.7089,7203.14,0,0.232029,122.146,56.9735,229.75,840.001,-3828.83,-938.974,6028.56,-6.30086,0.573794,-3.91241
20399,1.45247e-16,98.7089,7203.14,0,0.232713,125.692,53.5612,227.855,838.806,-4198.87,-902.86,5782.7,-6.04423,0.632602,-4.29
20459,3.91146e-16,98.7089,7203.14,0,0.233398,129.238,50.1274,226.206,837.56,-4552.82,-863.298,5514.69,-5.76446,0.688994,-4.65117
20519,1.45247e-16,98.7089,7203.14,0,0.234082,132.784,46.6766,224.744,836.28,-4889.34,-820.438,5225.56,-5.46261,0.742754,-4.99452
20579,2.90495e-16,98.7089,7203.14,0,0.234766,136.33,43.2121,223.427,834.988,-5207.14,-774.444,4916.42,-5.13984,0.793677,-5.31875
20639,1.35788e-16,98.7089,7203.14,0,0.235451,139.876,39.7362,222.225,833.703,-5505,-725.491,4588.45,-4.7974,0.841569,-5.62261
20699,8.14726e-16,98.7089,7203.14,0,0.236135,143.423,36.2508,221.113,832.444,-5781.77,-673.768,4242.92,-4.43658,0.886247,-5.90494
20759,9.59147e-16,98.7089,7203.14,0,0.23682,146.969,32.7574,220.075,831.231,-6036.41,-619.47,3881.13,-4.05878,0.92754,-6.16466
20819,4.07363e-16,98.7089,7203.14,0,0.237504,150.515,29.2571,219.096,830.082,-6267.94,-562.807,3504.48,-3.66543,0.96529,-6.40077
20879,2.65629e-16,98.7089,7203.14,0,0.238189,154.061,25.751,218.165,829.015,-6475.46,-503.993,3114.42,-3.25805,0.999353,-6.61237
20939,2.40777e-16,98.7089,7203.14,0,0.238873,157.607,22.2399,217.272,828.047,-6658.19,-443.254,2712.42,-2.83819,1.0296,-6.79865
20999,6.78938e-17,98.7089,7203.14,0,0.239558,161.153,18.7246,216.411,827.192,-6815.42,-380.821,2300.04,-2.40746,1.05591,-6.95889
21059,1.28403e-16,98.7089,7203.14,0,0.240242,164.7,15.2058,215.574,826.464,-6946.56,-316.934,1878.85,-1.96752,1.07819,-7.09249
